source	target	source_genesymbol	target_genesymbol	istruelr	isphysical	issmallmolecule
O95025	COMPLEX:O60462_Q9UIW2	SEMA3D	NRP2_PLXNA1	False	False	False
O95025	Q9Y4D7	SEMA3D	PLXND1	True	False	False
O95156	P58400	NXPH2	NRXN1	True	True	False
O95157	P58400	NXPH3	NRXN1	True	True	False
O95157	Q9HDB5	NXPH3	NRXN3	False	True	False
O95157	Q9P2S2	NXPH3	NRXN2	True	True	False
O95388	P05556	CCN4	ITGB1	False	False	False
O95388	P08648	CCN4	ITGA5	False	False	False
O95390	COMPLEX:P27037_P36896	GDF11	ACVR2A_ACVR1B	True	False	False
O95390	COMPLEX:P27037_P36897	GDF11	ACVR2A_TGFBR1	True	False	False
O95390	COMPLEX:P36896_Q13705	GDF11	ACVR1B_ACVR2B	True	False	False
O95390	COMPLEX:P36897_Q13705	GDF11	TGFBR1_ACVR2B	True	False	False
O95390	O00238	GDF11	BMPR1B	True	False	False
O95390	P36894	GDF11	BMPR1A	True	False	False
O95390	Q13873	GDF11	BMPR2	True	False	False
O95390	Q9H6X2	GDF11	ANTXR1	True	True	False
O95393	COMPLEX:P27037_P37023	BMP10	ACVR2A_ACVRL1	True	False	False
O95393	COMPLEX:P37023_Q13705	BMP10	ACVRL1_ACVR2B	True	False	False
O95393	COMPLEX:P37023_Q13873	BMP10	ACVRL1_BMPR2	True	False	False
O95393	O00238	BMP10	BMPR1B	True	False	False
O95393	O15552	BMP10	FFAR2	True	False	False
O95393	P36894	BMP10	BMPR1A	True	False	False
O95393	P43628	BMP10	KIR2DL3	True	True	False
O95393	P43629	BMP10	KIR3DL1	True	True	False
O95393	Q14943	BMP10	KIR3DS1	True	False	False
O95393	Q8TDT2	BMP10	GPR152	True	False	False
O95393	Q9H7M9	BMP10	VSIR	True	False	False
O95399	Q9UKP6	UTS2	UTS2R	True	False	False
O95631	O95185	NTN1	UNC5C	True	True	False
O95631	P29275	NTN1	ADORA2B	True	True	False
O95631	P43121	NTN1	MCAM	True	True	False
O95631	P43146	NTN1	DCC	True	True	False
O95631	Q6UXZ4	NTN1	UNC5D	True	True	False
O95631	Q6ZN44	NTN1	UNC5A	True	True	False
O95631	Q8IZJ1	NTN1	UNC5B	True	True	False
O95631	Q92859	NTN1	NEO1	True	True	False
O95715	P61073	CXCL14	CXCR4	True	False	False
O95750	P11362	FGF19	FGFR1	True	False	False
O95750	P21802	FGF19	FGFR2	True	False	False
O95750	P22455	FGF19	FGFR4	True	False	False
O95750	P22607	FGF19	FGFR3	True	False	False
O95750	Q86Z14	FGF19	KLB	True	False	False
O95760	COMPLEX:Q01638_Q9NPH3	IL33	IL1RL1_IL1RAP	True	True	False
O95813	Q9UBG0	CER1	MRC2	True	False	False
O95841	O75022	ANGPTL1	LILRB3	True	False	False
O95841	Q02763	ANGPTL1	TEK	True	True	False
O95897	Q9HCK4	OLFM2	ROBO2	True	True	False
O95970	O75077	LGI1	ADAM23	True	True	False
O95970	Q9BZR6	LGI1	RTN4R	True	True	False
O95972	COMPLEX:O00238_Q13873	BMP15	BMPR1B_BMPR2	True	False	False
O95972	P27037	BMP15	ACVR2A	True	False	False
O95972	P36894	BMP15	BMPR1A	True	False	False
O96014	O00144	WNT11	FZD9	True	True	False
O96014	O15146	WNT11	MUSK	True	True	False
O96014	O60353	WNT11	FZD6	True	True	False
O96014	O75084	WNT11	FZD7	True	True	False
O96014	Q13467	WNT11	FZD5	True	True	False
O96014	Q14332	WNT11	FZD2	True	True	False
O96014	Q9H461	WNT11	FZD8	True	True	False
O96014	Q9NPG1	WNT11	FZD3	True	True	False
O96014	Q9ULV1	WNT11	FZD4	True	True	False
O96014	Q9ULW2	WNT11	FZD10	True	True	False
P00738	O00206	HP	TLR4	True	False	False
P00738	P05107	HP	ITGB2	True	True	False
P00738	P07306	HP	ASGR1	True	False	False
P00738	P07307	HP	ASGR2	True	False	False
P00738	P11215	HP	ITGAM	True	True	False
P00738	P20273	HP	CD22	True	True	False
P00738	Q86VB7	HP	CD163	True	False	False
P00747	O00254	PLG	F2RL2	True	True	False
P00747	P05107	PLG	ITGB2	True	True	False
P00747	P05556	PLG	ITGB1	True	True	False
P00747	P11215	PLG	ITGAM	True	True	False
P00747	P11717	PLG	IGF2R	True	True	False
P00747	P13726	PLG	F3	True	True	False
P00747	P17948	PLG	FLT1	True	True	False
P00747	P25116	PLG	F2R	True	True	False
P00747	P55085	PLG	F2RL1	True	True	False
P00747	Q03405	PLG	PLAUR	True	True	False
P00747	Q13797	PLG	ITGA9	True	True	False
P00747	Q8TEW0	PLG	PARD3	True	True	False
P00747	Q96RI0	PLG	F2RL3	True	True	False
P01019	P04201	AGT	MAS1	True	True	False
P01019	P08913	AGT	ADRA2A	True	True	False
P01019	P30556	AGT	AGTR1	True	True	False
P01019	P48039	AGT	MTNR1A	True	True	False
P01019	P50052	AGT	AGTR2	True	True	False
P01019	P98164	AGT	LRP2	True	True	False
P01019	Q14831	AGT	GRM7	True	True	False
P01042	P05107	KNG1	ITGB2	True	True	False
P01042	P07359	KNG1	GP1BA	True	True	False
P01042	P08913	KNG1	ADRA2A	True	True	False
P01042	P11215	KNG1	ITGAM	True	True	False
P01042	P30411	KNG1	BDKRB2	True	True	False
P01042	P34741	KNG1	SDC2	True	True	False
P01042	P46663	KNG1	BDKRB1	True	True	False
P01042	P48039	KNG1	MTNR1A	True	True	False
P01042	Q03405	KNG1	PLAUR	True	True	False
P01042	Q14831	KNG1	GRM7	True	True	False
P01042	Q8IZ08	KNG1	GPR135	True	True	False
P01042	Q8TDU9	KNG1	RXFP4	True	True	False
P01042	Q9NPY3	KNG1	CD93	True	True	False
P01127	COMPLEX:P09619_P16234	PDGFB	PDGFRB_PDGFRA	True	False	False
P01127	P06756	PDGFB	ITGAV	True	True	False
P01127	P21453	PDGFB	S1PR1	True	False	False
P01127	Q07954	PDGFB	LRP1	True	True	False
P01127	Q8WXG9	PDGFB	ADGRV1	True	True	False
P01133	COMPLEX:P00533_P04626	EGF	EGFR_ERBB2	True	False	False
P01133	O14786	EGF	NRP1	True	True	False
P01133	P01130	EGF	LDLR	True	False	False
P01133	P07550	EGF	ADRB2	True	False	False
P01133	P21860	EGF	ERBB3	True	False	False
P01133	P23945	EGF	FSHR	True	False	False
P01133	P30530	EGF	AXL	True	True	False
P01133	P98164	EGF	LRP2	True	False	False
P01133	Q15303	EGF	ERBB4	True	False	False
P01137	COMPLEX:P06756_P18564	TGFB1	ITGAV_ITGB6	True	True	False
P01137	COMPLEX:P36896_P37173	TGFB1	ACVR1B_TGFBR2	True	True	False
P01137	COMPLEX:P36897_P37173	TGFB1	TGFBR1_TGFBR2	True	True	False
P01137	COMPLEX:P36897_P37173_Q04771	TGFB1	TGFBR1_TGFBR2_ACVR1	True	True	False
P01137	COMPLEX:P37173_Q04771	TGFB1	TGFBR2_ACVR1	True	True	False
P01137	COMPLEX:P37173_Q8NER5	TGFB1	TGFBR2_ACVR1C	True	True	False
P01137	P00533	TGFB1	EGFR	True	True	False
P01137	P05106	TGFB1	ITGB3	True	True	False
P01137	P05556	TGFB1	ITGB1	True	True	False
P01137	P18084	TGFB1	ITGB5	True	True	False
P01137	P26012	TGFB1	ITGB8	True	True	False
P01137	P34741	TGFB1	SDC2	True	True	False
P01137	P37023	TGFB1	ACVRL1	True	True	False
P01137	P61073	TGFB1	CXCR4	True	True	False
P01137	Q03167	TGFB1	TGFBR3	True	True	False
P01137	Q6EMK4	TGFB1	VASN	True	True	False
P01138	P04629	NGF	NTRK1	True	False	False
P01138	P08138	NGF	NGFR	True	False	False
P01138	Q96PQ0	NGF	SORCS2	True	False	False
P01160	P16066	NPPA	NPR1	True	False	False
P01160	P17342	NPPA	NPR3	True	False	False
P01160	P20594	NPPA	NPR2	True	False	False
P01178	P30518	OXT	AVPR2	True	False	False
P01178	P30559	OXT	OXTR	True	False	False
P01178	P37288	OXT	AVPR1A	True	False	False
P01178	P47901	OXT	AVPR1B	True	False	False
P01185	O60895	AVP	RAMP2	True	False	False
P01185	O60896	AVP	RAMP3	True	False	False
P01185	P01130	AVP	LDLR	True	False	False
P01185	P07550	AVP	ADRB2	True	False	False
P01185	P13945	AVP	ADRB3	True	False	False
P01185	P16473	AVP	TSHR	True	False	False
P01185	P30518	AVP	AVPR2	True	False	False
P01185	P30559	AVP	OXTR	True	False	False
P01185	P32241	AVP	VIPR1	True	False	False
P01185	P37288	AVP	AVPR1A	True	False	False
P01185	P41586	AVP	ADCYAP1R1	True	True	False
P01185	P47901	AVP	AVPR1B	True	False	False
P01185	P98164	AVP	LRP2	True	False	False
P01185	Q03431	AVP	PTH1R	True	False	False
P01185	Q99678	AVP	GPR20	True	False	False
P01185	Q9NQS5	AVP	GPR84	True	False	False
P01189	O60895	POMC	RAMP2	True	False	False
P01189	O60896	POMC	RAMP3	True	False	False
P01189	P07550	POMC	ADRB2	True	False	False
P01189	P08913	POMC	ADRA2A	True	False	False
P01189	P13945	POMC	ADRB3	True	False	False
P01189	P16473	POMC	TSHR	True	False	False
P01189	P32241	POMC	VIPR1	True	False	False
P01189	P32245	POMC	MC4R	True	False	False
P01189	P33032	POMC	MC5R	True	False	False
P01189	P35372	POMC	OPRM1	True	False	False
P01189	P41145	POMC	OPRK1	True	False	False
P01189	P41146	POMC	OPRL1	True	False	False
P01189	P41586	POMC	ADCYAP1R1	True	True	False
P01189	P41968	POMC	MC3R	True	False	False
P01189	P48039	POMC	MTNR1A	True	False	False
P01189	Q01718	POMC	MC2R	True	False	False
P01189	Q01726	POMC	MC1R	True	False	False
P01189	Q03431	POMC	PTH1R	True	False	False
P01189	Q14831	POMC	GRM7	True	False	False
P01189	Q99678	POMC	GPR20	True	False	False
P01189	Q9NQS5	POMC	GPR84	True	False	False
P01210	P08913	PENK	ADRA2A	True	False	False
P01210	P35372	PENK	OPRM1	True	False	False
P01210	P41145	PENK	OPRK1	True	False	False
P01210	P41146	PENK	OPRL1	True	False	False
P01210	P48039	PENK	MTNR1A	True	False	False
P01210	Q14831	PENK	GRM7	True	False	False
P01210	Q96LB2	PENK	MRGPRX1	True	False	False
P01210	Q9NZT2	PENK	OGFR	True	False	False
P01213	P08913	PDYN	ADRA2A	True	False	False
P01213	P35372	PDYN	OPRM1	True	False	False
P01213	P41145	PDYN	OPRK1	True	False	False
P01213	P41146	PDYN	OPRL1	True	False	False
P01213	P48039	PDYN	MTNR1A	True	False	False
P01213	Q14831	PDYN	GRM7	True	False	False
P01215	O60895	CGA	RAMP2	True	False	False
P01215	O60896	CGA	RAMP3	True	False	False
P01215	P07550	CGA	ADRB2	True	False	False
P01215	P13945	CGA	ADRB3	True	False	False
P01215	P16473	CGA	TSHR	True	False	False
P01215	P22888	CGA	LHCGR	True	False	False
P01215	P23945	CGA	FSHR	True	False	False
P01215	P32241	CGA	VIPR1	True	False	False
P01215	P41586	CGA	ADCYAP1R1	True	True	False
P01215	Q03431	CGA	PTH1R	True	False	False
P01215	Q99678	CGA	GPR20	True	False	False
P01215	Q9NQS5	CGA	GPR84	True	False	False
P01222	O60895	TSHB	RAMP2	True	False	False
P01222	O60896	TSHB	RAMP3	True	False	False
P01222	P07550	TSHB	ADRB2	True	False	False
P01222	P13945	TSHB	ADRB3	True	False	False
P01222	P16473	TSHB	TSHR	True	False	False
P01222	P32241	TSHB	VIPR1	True	False	False
P01222	P41586	TSHB	ADCYAP1R1	True	True	False
P01222	Q03431	TSHB	PTH1R	True	False	False
P01222	Q99678	TSHB	GPR20	True	False	False
P01222	Q9NQS5	TSHB	GPR84	True	False	False
P01225	O60895	FSHB	RAMP2	True	False	False
P01225	O60896	FSHB	RAMP3	True	False	False
P01225	P07550	FSHB	ADRB2	True	False	False
P01225	P13945	FSHB	ADRB3	True	False	False
P01225	P16473	FSHB	TSHR	True	False	False
P01225	P23945	FSHB	FSHR	True	False	False
P01225	P32241	FSHB	VIPR1	True	False	False
P01225	P41586	FSHB	ADCYAP1R1	True	True	False
P01225	Q03431	FSHB	PTH1R	True	False	False
P01225	Q99678	FSHB	GPR20	True	False	False
P01225	Q9NQS5	FSHB	GPR84	True	False	False
P01229	O60895	LHB	RAMP2	True	False	False
P01229	O60896	LHB	RAMP3	True	False	False
P01229	P07550	LHB	ADRB2	True	False	False
P01229	P13945	LHB	ADRB3	True	False	False
P01229	P16473	LHB	TSHR	True	False	False
P01229	P22888	LHB	LHCGR	True	False	False
P01229	P32241	LHB	VIPR1	True	False	False
P01229	P41586	LHB	ADCYAP1R1	True	True	False
P01229	Q03431	LHB	PTH1R	True	False	False
P01229	Q99678	LHB	GPR20	True	False	False
P01229	Q9NQS5	LHB	GPR84	True	False	False
P01236	P16471	PRL	PRLR	True	False	False
P01241	P10912	GH1	GHR	True	False	False
P01241	P16471	GH1	PRLR	True	False	False
P01242	P10912	GH2	GHR	True	False	False
P01258	P07550	CALCA	ADRB2	True	False	False
P01258	P13945	CALCA	ADRB3	True	False	False
P01258	P16473	CALCA	TSHR	True	False	False
P01258	P32241	CALCA	VIPR1	True	False	False
P01258	P41586	CALCA	ADCYAP1R1	True	True	False
P01258	Q03431	CALCA	PTH1R	True	False	False
P01258	Q99678	CALCA	GPR20	True	False	False
P01258	Q9NQS5	CALCA	GPR84	True	False	False
P01266	P07202	TG	TPO	True	False	False
P01266	P07306	TG	ASGR1	True	False	False
P01266	P98164	TG	LRP2	True	False	False
P01270	O60895	PTH	RAMP2	True	False	False
P01270	O60896	PTH	RAMP3	True	False	False
P01270	O75581	PTH	LRP6	True	False	False
P01270	P07550	PTH	ADRB2	True	False	False
P01270	P13945	PTH	ADRB3	True	False	False
P01270	P16473	PTH	TSHR	True	False	False
P01270	P32241	PTH	VIPR1	True	False	False
P01270	P41586	PTH	ADCYAP1R1	True	True	False
P01270	P49190	PTH	PTH2R	True	False	False
P01270	Q03431	PTH	PTH1R	True	False	False
P01270	Q99678	PTH	GPR20	True	False	False
P01270	Q9NQS5	PTH	GPR84	True	False	False
P01275	O60895	GCG	RAMP2	True	False	False
P01275	O60896	GCG	RAMP3	True	False	False
P01275	O95838	GCG	GLP2R	True	False	False
P01275	P07550	GCG	ADRB2	True	False	False
P01275	P13945	GCG	ADRB3	True	False	False
P01275	P16473	GCG	TSHR	True	False	False
P01275	P32241	GCG	VIPR1	True	False	False
P01275	P41586	GCG	ADCYAP1R1	True	True	False
P01275	P43220	GCG	GLP1R	True	False	False
P01275	P47871	GCG	GCGR	True	False	False
P01275	P48546	GCG	GIPR	True	False	False
P01275	Q03431	GCG	PTH1R	True	False	False
P01275	Q99678	GCG	GPR20	True	False	False
P01275	Q9NQS5	GCG	GPR84	True	False	False
P01282	O60894	VIP	RAMP1	True	False	False
P01282	O60895	VIP	RAMP2	True	False	False
P01282	O60896	VIP	RAMP3	True	False	False
P01282	P07550	VIP	ADRB2	True	False	False
P01282	P13945	VIP	ADRB3	True	False	False
P01282	P16473	VIP	TSHR	True	False	False
P01282	P17342	VIP	NPR3	True	False	False
P01282	P32241	VIP	VIPR1	True	False	False
P01282	P37288	VIP	AVPR1A	True	False	False
P01282	P41586	VIP	ADCYAP1R1	True	True	False
P01282	P41587	VIP	VIPR2	True	False	False
P01282	P47872	VIP	SCTR	True	False	False
P01282	Q03431	VIP	PTH1R	True	False	False
P01282	Q99678	VIP	GPR20	True	False	False
P01282	Q9NQS5	VIP	GPR84	True	False	False
P01286	O60895	GHRH	RAMP2	True	False	False
P01286	O60896	GHRH	RAMP3	True	False	False
P01286	P07550	GHRH	ADRB2	True	False	False
P01286	P13945	GHRH	ADRB3	True	False	False
P01286	P16473	GHRH	TSHR	True	False	False
P01286	P32241	GHRH	VIPR1	True	False	False
P01286	P41586	GHRH	ADCYAP1R1	True	True	False
P01286	P41587	GHRH	VIPR2	True	False	False
P01286	Q02643	GHRH	GHRHR	True	False	False
P01286	Q03431	GHRH	PTH1R	True	False	False
P01286	Q92847	GHRH	GHSR	True	False	False
P01286	Q99678	GHRH	GPR20	True	False	False
P01286	Q9NQS5	GHRH	GPR84	True	False	False
P01298	P08913	PPY	ADRA2A	True	False	False
P01298	P25929	PPY	NPY1R	True	False	False
P01298	P48039	PPY	MTNR1A	True	False	False
P01298	P49146	PPY	NPY2R	True	False	False
P01298	P50391	PPY	NPY4R	True	False	False
P01298	Q14831	PPY	GRM7	True	False	False
P01298	Q15761	PPY	NPY5R	True	False	False
P01298	Q9NYM4	PPY	GPR83	True	False	False
P01303	P08913	NPY	ADRA2A	True	False	False
P01303	P25929	NPY	NPY1R	True	False	False
P01303	P32245	NPY	MC4R	True	False	False
P01303	P48039	NPY	MTNR1A	True	False	False
P01303	P49146	NPY	NPY2R	True	False	False
P01303	P49683	NPY	PRLHR	True	False	False
P01303	P50391	NPY	NPY4R	True	False	False
P01303	Q14831	NPY	GRM7	True	False	False
P01303	Q15761	NPY	NPY5R	True	False	False
P01303	Q9NYM4	NPY	GPR83	True	False	False
P01303	Q9Y5X5	NPY	NPFFR2	True	False	False
P01308	P06213	INS	INSR	True	False	False
P01308	P08069	INS	IGF1R	True	False	False
P01308	P98164	INS	LRP2	True	False	False
P01308	Q8N423	INS	LILRB2	True	True	False
P01308	Q8NHL6	INS	LILRB1	True	False	False
P01344	COMPLEX:P05106_P06756	IGF2	ITGB3_ITGAV	False	False	False
P01344	COMPLEX:P16144_P23229	IGF2	ITGB4_ITGA6	False	False	False
P01344	P06213	IGF2	INSR	True	False	False
P01344	P08069	IGF2	IGF1R	True	False	False
P01344	P11717	IGF2	IGF2R	True	False	False
P01344	Q8TDT2	IGF2	GPR152	True	False	False
P01350	P32239	GAST	CCKBR	True	False	False
P01350	P43628	GAST	KIR2DL3	True	True	False
P01350	Q8TDT2	GAST	GPR152	True	False	False
P01374	P19438	LTA	TNFRSF1A	True	False	False
P01374	P20333	LTA	TNFRSF1B	True	False	False
P01374	Q92956	LTA	TNFRSF14	True	False	False
P01562	COMPLEX:P17181_P48551	IFNA13	IFNAR1_IFNAR2	False	False	False
P01562	P20023	IFNA13	CR2	False	False	False
P01563	COMPLEX:P17181_P48551	IFNA2	IFNAR1_IFNAR2	True	False	False
P01566	COMPLEX:P17181_P48551	IFNA10	IFNAR1_IFNAR2	True	False	False
P01567	COMPLEX:P17181_P48551	IFNA7	IFNAR1_IFNAR2	True	False	False
P01568	COMPLEX:P17181_P48551	IFNA21	IFNAR1_IFNAR2	True	False	False
P01569	COMPLEX:P17181_P48551	IFNA5	IFNAR1_IFNAR2	True	False	False
P01570	COMPLEX:P17181_P48551	IFNA14	IFNAR1_IFNAR2	True	False	False
P01571	COMPLEX:P17181_P48551	IFNA17	IFNAR1_IFNAR2	True	False	False
P01574	COMPLEX:P17181_P48551	IFNB1	IFNAR1_IFNAR2	True	False	False
P01579	COMPLEX:P15260_P38484	IFNG	IFNGR1_IFNGR2	True	False	False
P01583	COMPLEX:P14778_Q9NPH3	IL1A	IL1R1_IL1RAP	True	True	False
P01583	COMPLEX:P27930_Q9NPH3	IL1A	IL1R2_IL1RAP	True	True	False
P01584	COMPLEX:P14778_Q9NPH3	IL1B	IL1R1_IL1RAP	True	True	False
P01584	COMPLEX:P27930_Q9NPH3	IL1B	IL1R2_IL1RAP	True	True	False
P01584	P07550	IL1B	ADRB2	True	False	False
P01584	Q6IA17	IL1B	SIGIRR	True	False	False
P01588	P19235	EPO	EPOR	True	False	False
P01588	P54760	EPO	EPHB4	True	True	False
P02647	P01130	APOA1	LDLR	True	False	False
P02647	P98164	APOA1	LRP2	True	False	False
P02647	Q07954	APOA1	LRP1	True	True	False
P02649	O75096	APOE	LRP4	True	True	False
P02649	O75197	APOE	LRP5	True	True	False
P02649	O75581	APOE	LRP6	True	True	False
P02649	P01130	APOE	LDLR	True	True	False
P02649	P34741	APOE	SDC2	True	True	False
P02649	P98155	APOE	VLDLR	True	True	False
P02649	P98164	APOE	LRP2	True	True	False
P02649	Q07954	APOE	LRP1	True	True	False
P02649	Q14114	APOE	LRP8	True	True	False
P02649	Q86X29	APOE	LSR	True	True	False
P02649	Q8WTV0	APOE	SCARB1	True	True	False
P02649	Q9NZC2	APOE	TREM2	True	True	False
P02652	P01130	APOA2	LDLR	True	False	False
P02652	P98164	APOA2	LRP2	True	False	False
P02652	Q07954	APOA2	LRP1	True	True	False
P02655	P01130	APOC2	LDLR	True	False	False
P02655	P98164	APOC2	LRP2	True	False	False
P02655	Q07954	APOC2	LRP1	True	True	False
P02656	O60603	APOC3	TLR2	True	False	False
P02656	P01130	APOC3	LDLR	True	False	False
P02656	P34741	APOC3	SDC2	True	True	False
P02656	P98164	APOC3	LRP2	True	False	False
P02656	Q07954	APOC3	LRP1	True	True	False
P02763	P51681	ORM1	CCR5	True	False	False
P02766	P08138	TTR	NGFR	True	False	False
P02774	P98164	GC	LRP2	True	False	False
P02775	P08913	PPBP	ADRA2A	True	False	False
P02775	P25024	PPBP	CXCR1	True	False	False
P02775	P25025	PPBP	CXCR2	True	False	False
P02775	P48039	PPBP	MTNR1A	True	False	False
P02775	Q14831	PPBP	GRM7	True	False	False
P02775	Q16570	PPBP	ACKR1	True	False	False
P02776	P01130	PF4	LDLR	True	False	False
P02776	P07204	PF4	THBD	True	False	False
P02776	P08913	PF4	ADRA2A	True	False	False
P02776	P21802	PF4	FGFR2	True	False	False
P02776	P34741	PF4	SDC2	True	True	False
P02776	P48039	PF4	MTNR1A	True	False	False
P02776	P49682	PF4	CXCR3	True	False	False
P02776	Q07954	PF4	LRP1	True	True	False
P02776	Q14831	PF4	GRM7	True	False	False
P02776	Q16570	PF4	ACKR1	True	False	False
P02776	Q9UNN8	PF4	PROCR	True	False	False
P02778	P08913	CXCL10	ADRA2A	True	False	False
P02778	P48039	CXCL10	MTNR1A	True	False	False
P02778	P49682	CXCL10	CXCR3	True	False	False
P02778	P51677	CXCL10	CCR3	True	False	False
P02778	Q14831	CXCL10	GRM7	True	False	False
P02778	Q16570	CXCL10	ACKR1	True	False	False
P02787	P01130	TF	LDLR	True	False	False
P02787	P02786	TF	TFRC	True	False	False
P02787	P07550	TF	ADRB2	True	False	False
P02787	P98164	TF	LRP2	True	False	False
P02787	Q9UP52	TF	TFR2	True	False	False
P02790	Q07954	HPX	LRP1	True	True	False
P03950	O15031	ANG	PLXNB2	True	True	False
P03950	P00533	ANG	EGFR	True	True	False
P03971	COMPLEX:O00238_Q16671	AMH	BMPR1B_AMHR2	True	False	False
P03971	COMPLEX:P36894_Q16671	AMH	BMPR1A_AMHR2	True	False	False
P03971	COMPLEX:Q04771_Q16671	AMH	ACVR1_AMHR2	True	False	False
P03971	P00533	AMH	EGFR	True	False	False
P04085	P09619	PDGFA	PDGFRB	True	False	False
P04085	P16234	PDGFA	PDGFRA	True	False	False
P04090	O60895	RLN2	RAMP2	True	False	False
P04090	O60896	RLN2	RAMP3	True	False	False
P04090	P07550	RLN2	ADRB2	True	False	False
P04090	P13945	RLN2	ADRB3	True	False	False
P04090	P16473	RLN2	TSHR	True	False	False
P04090	P32241	RLN2	VIPR1	True	False	False
P04090	P41586	RLN2	ADCYAP1R1	True	True	False
P04090	Q03431	RLN2	PTH1R	True	False	False
P04090	Q8WXD0	RLN2	RXFP2	True	False	False
P04090	Q99678	RLN2	GPR20	True	False	False
P04090	Q9HBX9	RLN2	RXFP1	True	False	False
P04090	Q9NQS5	RLN2	GPR84	True	False	False
P04090	Q9NSD7	RLN2	RXFP3	True	False	False
P04114	O00206	APOB	TLR4	True	False	False
P04114	O75581	APOB	LRP6	True	False	False
P04114	P01130	APOB	LDLR	True	False	False
P04114	P05107	APOB	ITGB2	True	True	False
P04114	P07550	APOB	ADRB2	True	False	False
P04114	P11215	APOB	ITGAM	True	True	False
P04114	P78380	APOB	OLR1	True	False	False
P04114	P98155	APOB	VLDLR	True	False	False
P04114	P98164	APOB	LRP2	True	False	False
P04114	Q07954	APOB	LRP1	True	True	False
P04114	Q14114	APOB	LRP8	True	False	False
P04114	Q86X29	APOB	LSR	True	True	False
P04114	Q9Y2C9	APOB	TLR6	True	False	False
P04141	COMPLEX:P15509_P32927	CSF2	CSF2RA_CSF2RB	True	False	False
P04141	P05556	CSF2	ITGB1	True	True	False
P04141	P07333	CSF2	CSF1R	True	False	False
P04141	P26951	CSF2	IL3RA	True	False	False
P04141	P34741	CSF2	SDC2	True	True	False
P04141	Q13797	CSF2	ITGA9	True	True	False
P04141	Q99062	CSF2	CSF3R	True	False	False
P04155	Q96PJ5	TFF1	FCRL4	True	False	False
P04628	COMPLEX:O00144_O75197	WNT1	FZD9_LRP5	True	True	False
P04628	COMPLEX:O00144_O75581	WNT1	FZD9_LRP6	True	True	False
P04628	COMPLEX:O60353_O75197	WNT1	FZD6_LRP5	True	True	False
P04628	COMPLEX:O60353_O75581	WNT1	FZD6_LRP6	True	True	False
P04628	COMPLEX:O75084_O75197	WNT1	FZD7_LRP5	True	True	False
P04628	COMPLEX:O75084_O75581	WNT1	FZD7_LRP6	True	True	False
P04628	COMPLEX:O75197_Q13467	WNT1	LRP5_FZD5	True	True	False
P04628	COMPLEX:O75197_Q14332	WNT1	LRP5_FZD2	True	True	False
P04628	COMPLEX:O75197_Q9H461	WNT1	LRP5_FZD8	True	True	False
P04628	COMPLEX:O75197_Q9NPG1	WNT1	LRP5_FZD3	True	True	False
P04628	COMPLEX:O75197_Q9ULV1	WNT1	LRP5_FZD4	True	True	False
P04628	COMPLEX:O75197_Q9ULW2	WNT1	LRP5_FZD10	True	True	False
P04628	COMPLEX:O75197_Q9UP38	WNT1	LRP5_FZD1	True	True	False
P04628	COMPLEX:O75581_Q13467	WNT1	LRP6_FZD5	True	True	False
P04628	COMPLEX:O75581_Q14332	WNT1	LRP6_FZD2	True	True	False
P04628	COMPLEX:O75581_Q9H461	WNT1	LRP6_FZD8	True	True	False
P04628	COMPLEX:O75581_Q9NPG1	WNT1	LRP6_FZD3	True	True	False
P04628	COMPLEX:O75581_Q9ULV1	WNT1	LRP6_FZD4	True	True	False
P04628	COMPLEX:O75581_Q9ULW2	WNT1	LRP6_FZD10	True	True	False
P04628	COMPLEX:O75581_Q9UP38	WNT1	LRP6_FZD1	True	True	False
P04628	P16671	WNT1	CD36	True	True	False
P04628	P34925	WNT1	RYK	True	True	False
P04628	Q01974	WNT1	ROR2	True	True	False
P04808	Q8TDU9	RLN1	RXFP4	True	False	False
P04808	Q8WXD0	RLN1	RXFP2	True	False	False
P04808	Q9HBX9	RLN1	RXFP1	True	False	False
P04808	Q9NSD7	RLN1	RXFP3	True	False	False
P05000	COMPLEX:P17181_P48551	IFNW1	IFNAR1_IFNAR2	True	False	False
P05013	COMPLEX:P17181_P48551	IFNA6	IFNAR1_IFNAR2	True	False	False
P05014	COMPLEX:P17181_P48551	IFNA4	IFNAR1_IFNAR2	True	False	False
P05015	COMPLEX:P17181_P48551	IFNA16	IFNAR1_IFNAR2	True	False	False
P05019	COMPLEX:P05106_P06756	IGF1	ITGB3_ITGAV	False	False	False
P05019	COMPLEX:P16144_P23229	IGF1	ITGB4_ITGA6	False	False	False
P05019	P06213	IGF1	INSR	True	False	False
P05019	P08069	IGF1	IGF1R	True	False	False
P05019	P11717	IGF1	IGF2R	True	False	False
P05090	P48357	APOD	LEPR	True	False	False
P05109	O00206	S100A8	TLR4	True	False	False
P05109	P05107	S100A8	ITGB2	True	True	False
P05109	P16671	S100A8	CD36	True	True	False
P05109	P34810	S100A8	CD68	True	False	False
P05109	Q15109	S100A8	AGER	True	True	False
P05111	Q03167	INHA	TGFBR3	True	False	False
P05111	Q04771	INHA	ACVR1	True	False	False
P05112	COMPLEX:P24394_P31785	IL4	IL4R_IL2RG	True	False	False
P05112	COMPLEX:P24394_P35225_P78552	IL4	IL4R_IL13_IL13RA1	True	False	False
