ligand	receptor	ligand_uniprot	receptor_uniprot database
CSH2	PRLR	P0DML3	P16471	Liana_v0.1.12;Mihaela2017
CGB8	LHCGR	P0DN86	P22888	Liana_v0.1.12
SLURP2	CHRNA3	P0DP57	P32297	Liana_v0.1.12
PYY	ADRA2A	P10082	P08913	Liana_v0.1.12
PYY	NPY1R	P10082	P25929	Liana_v0.1.12;Cpdb_v4.1
PYY	MTNR1A	P10082	P48039	Liana_v0.1.12
PYY	NPY2R	P10082	P49146	Liana_v0.1.12;Cpdb_v4.1
PYY	NPY4R	P10082	P50391	Liana_v0.1.12;Cpdb_v4.1
PYY	GRM7	P10082	Q14831	Liana_v0.1.12
PYY	NPY5R	P10082	Q15761	Liana_v0.1.12;Cpdb_v4.1
PYY	NPY6R	P10082	Q99463	Liana_v0.1.12
PYY	GPR83	P10082	Q9NYM4	Liana_v0.1.12
CALCB	RAMP1	P10092	O60894	Liana_v0.1.12
CALCB	RAMP2	P10092	O60895	Liana_v0.1.12
CALCB	RAMP3	P10092	O60896	Liana_v0.1.12
CALCB	ADRB2	P10092	P07550	Liana_v0.1.12
CALCB	ADRB3	P10092	P13945	Liana_v0.1.12
CALCB	TSHR	P10092	P16473	Liana_v0.1.12
CALCB	VIPR1	P10092	P32241	Liana_v0.1.12
CALCB	ADCYAP1R1	P10092	P41586	Liana_v0.1.12
CALCB	PTH1R	P10092	Q03431	Liana_v0.1.12
CALCB	CALCRL	P10092	Q16602	Liana_v0.1.12
CALCB	GPR20	P10092	Q99678	Liana_v0.1.12
CALCB	GPR84	P10092	Q9NQS5	Liana_v0.1.12
CXCL8	SDC3	P10145	O75056	Liana_v0.1.12
CXCL8	ADRA2A	P10145	P08913	Liana_v0.1.12
CXCL8	CD79A	P10145	P11912	Liana_v0.1.12
CXCL8	SDC1	P10145	P18827	Liana_v0.1.12
CXCL8	CXCR1	P10145	P25024	Liana_v0.1.12;Cpdb_v4.1
CXCL8	CXCR2	P10145	P25025	Liana_v0.1.12;Cpdb_v4.1
CXCL8	SDC2	P10145	P34741	Liana_v0.1.12
CXCL8	KDR	P10145	P35968	Liana_v0.1.12
CXCL8	MTNR1A	P10145	P48039	Liana_v0.1.12
CXCL8	GRM7	P10145	Q14831	Liana_v0.1.12
CXCL8	ACKR1	P10145	Q16570	Liana_v0.1.12;Cpdb_v4.1
CCL3	CCR1	P10147	P32246	Liana_v0.1.12;Cpdb_v4.1
CCL3	CCR3	P10147	P51677	Liana_v0.1.12;Cpdb_v4.1
CCL3	CCR4	P10147	P51679	Liana_v0.1.12
CCL3	CCR5	P10147	P51681	Liana_v0.1.12;Cpdb_v4.1
SPP1	ITGAV_ITGB3	P10451	COMPLEX:P05106_P06756	Liana_v0.1.12
SPP1	ITGAV_ITGB1	P10451	COMPLEX:P05556_P06756	Liana_v0.1.12
SPP1	ITGA5_ITGB1	P10451	COMPLEX:P05556_P08648	Liana_v0.1.12
SPP1	ITGA4_ITGB1	P10451	COMPLEX:P05556_P13612	Liana_v0.1.12
SPP1	ITGA8_ITGB1	P10451	COMPLEX:P05556_P53708	Liana_v0.1.12
SPP1	ITGA9_ITGB1	P10451	COMPLEX:P05556_Q13797	Liana_v0.1.12
SPP1	ITGAV_ITGB5	P10451	COMPLEX:P06756_P18084	Liana_v0.1.12
SPP1	ITGAV_ITGB6	P10451	COMPLEX:P06756_P18564	Liana_v0.1.12
SPP1	CD44	P10451	P16070	Liana_v0.1.12
SPP1	PTGER4	P10451	P35408	Liana_v0.1.12
SPP1	CCR8	P10451	P51685	Liana_v0.1.12
PF4V1	CXCR3	P10720	P49682	Liana_v0.1.12
RBP3	NOTCH1	P10745	P46531	Liana_v0.1.12
FGF6	FGFR1	P10767	P11362	Liana_v0.1.12;Cpdb_v4.1
FGF6	FGFR2	P10767	P21802	Liana_v0.1.12
FGF6	FGFR4	P10767	P22455	Liana_v0.1.12
FGF6	FGFR3	P10767	P22607	Liana_v0.1.12
IAPP	RAMP1	P10997	O60894	Liana_v0.1.12
IAPP	RAMP2	P10997	O60895	Liana_v0.1.12
IAPP	RAMP3	P10997	O60896	Liana_v0.1.12
IAPP	ADRB2	P10997	P07550	Liana_v0.1.12
IAPP	ADRB3	P10997	P13945	Liana_v0.1.12
IAPP	TSHR	P10997	P16473	Liana_v0.1.12
IAPP	VIPR1	P10997	P32241	Liana_v0.1.12
IAPP	ADCYAP1R1	P10997	P41586	Liana_v0.1.12
IAPP	PTH1R	P10997	Q03431	Liana_v0.1.12
IAPP	CALCRL	P10997	Q16602	Liana_v0.1.12
IAPP	GPR20	P10997	Q99678	Liana_v0.1.12
IAPP	GPR84	P10997	Q9NQS5	Liana_v0.1.12
FGF3	FGFR1	P11487	P11362	Liana_v0.1.12
FGF3	FGFR2	P11487	P21802	Liana_v0.1.12;Cpdb_v4.1
FGF3	FGFR4	P11487	P22455	Liana_v0.1.12
FGF3	FGFR3	P11487	P22607	Liana_v0.1.12
FGF3	FGFRL1	P11487	Q8N441	Liana_v0.1.12
SCGB1A1	LRP2	P11684	P98164	Liana_v0.1.12
FGF5	FGFR1	P12034	P11362	Liana_v0.1.12;Cpdb_v4.1
FGF5	FGFR2	P12034	P21802	Liana_v0.1.12
FGF5	FGFR4	P12034	P22455	Liana_v0.1.12
FGF5	FGFR3	P12034	P22607	Liana_v0.1.12
PTHLH	RAMP2	P12272	O60895	Liana_v0.1.12
PTHLH	RAMP3	P12272	O60896	Liana_v0.1.12
PTHLH	ADRB2	P12272	P07550	Liana_v0.1.12
PTHLH	ADRB3	P12272	P13945	Liana_v0.1.12
PTHLH	TSHR	P12272	P16473	Liana_v0.1.12
PTHLH	VIPR1	P12272	P32241	Liana_v0.1.12
PTHLH	ADCYAP1R1	P12272	P41586	Liana_v0.1.12
PTHLH	PTH2R	P12272	P49190	Liana_v0.1.12;Cpdb_v4.1
PTHLH	PRLHR	P12272	P49683	Liana_v0.1.12;Cpdb_v4.1
PTHLH	PTH1R	P12272	Q03431	Liana_v0.1.12;Cpdb_v4.1
PTHLH	GPR20	P12272	Q99678	Liana_v0.1.12
PTHLH	GPR84	P12272	Q9NQS5	Liana_v0.1.12
PIP	CD4	P12273	P01730	Liana_v0.1.12
PIP	NPTN	P12273	Q9Y639	Liana_v0.1.12
GZMA	F2RL2	P12544	O00254	Liana_v0.1.12
GZMA	F2R	P12544	P25116	Liana_v0.1.12
GZMA	F2RL1	P12544	P55085	Liana_v0.1.12
GZMA	PARD3	P12544	Q8TEW0	Liana_v0.1.12
GZMA	F2RL3	P12544	Q96RI0	Liana_v0.1.12
BMP2	ACVR2A_BMPR1B	P12643	COMPLEX:O00238_P27037	Liana_v0.1.12;Cpdb_v4.1
BMP2	ACVR2B_BMPR1B	P12643	COMPLEX:O00238_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP2	BMPR1B_BMPR2	P12643	COMPLEX:O00238_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP2	ACVR2A_BMPR1A	P12643	COMPLEX:P27037_P36894	Liana_v0.1.12;Cpdb_v4.1
BMP2	ACVR2B_BMPR1A	P12643	COMPLEX:P36894_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP2	BMPR1A_BMPR2	P12643	COMPLEX:P36894_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP2	GPC1	P12643	P35052	Liana_v0.1.12
BMP2	ACVR1	P12643	Q04771	Liana_v0.1.12
BMP2	SMO	P12643	Q99835	Liana_v0.1.12
BMP4	ACVR2A_BMPR1B	P12644	COMPLEX:O00238_P27037	Liana_v0.1.12;Cpdb_v4.1
BMP4	ACVR2B_BMPR1B	P12644	COMPLEX:O00238_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP4	BMPR1B_BMPR2	P12644	COMPLEX:O00238_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP4	ACVR2A_BMPR1A	P12644	COMPLEX:P27037_P36894	Liana_v0.1.12;Cpdb_v4.1
BMP4	ACVR2B_BMPR1A	P12644	COMPLEX:P36894_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP4	BMPR1A_BMPR2	P12644	COMPLEX:P36894_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP4	LRP6	P12644	O75581	Liana_v0.1.12
BMP3	ACVR1B_ACVR2A	P12645	COMPLEX:P27037_P36896	Liana_v0.1.12
BMP3	BMPR1B	P12645	O00238	Liana_v0.1.12
BMP3	BMPR1A	P12645	P36894	Liana_v0.1.12
BMP3	ACVR2B	P12645	Q13705	Liana_v0.1.12
BMP3	BMPR2	P12645	Q13873	Liana_v0.1.12
MLN	MLNR	P12872	O43193	Liana_v0.1.12;Cpdb_v4.1
IL7	IL2RG_IL7R	P13232	COMPLEX:P16871_P31785	Liana_v0.1.12;Cpdb_v4.1
CCL4	CCR1	P13236	P32246	Liana_v0.1.12
CCL4	CNR2	P13236	P34972	Liana_v0.1.12
CCL4	CCR3	P13236	P51677	Liana_v0.1.12
CCL4	CCR5	P13236	P51681	Liana_v0.1.12;Cpdb_v4.1
CCL4	CCR8	P13236	P51685	Liana_v0.1.12
CCL4	GPR152	P13236	Q8TDT2	Liana_v0.1.12
CCL4	GPRC5D	P13236	Q9NZD1	Liana_v0.1.12
BMP1	BMPR1B	P13497	O00238	Liana_v0.1.12
BMP1	BMPR1A	P13497	P36894	Liana_v0.1.12
BMP1	BMPR2	P13497	Q13873	Liana_v0.1.12
CCL2	CCR1	P13500	P32246	Liana_v0.1.12
CCL2	CCR2	P13500	P41597	Liana_v0.1.12;Cpdb_v4.1
CCL2	CCR10	P13500	P46092	Liana_v0.1.12
CCL2	CCR3	P13500	P51677	Liana_v0.1.12
CCL2	CCR4	P13500	P51679	Liana_v0.1.12
CCL2	CCR5	P13500	P51681	Liana_v0.1.12
CCL2	ACKR1	P13500	Q16570	Liana_v0.1.12;Cpdb_v4.1
CCL2	ACKR4	P13500	Q9NPB9	Liana_v0.1.12
CCL5	CCRL2	P13501	O00421	Liana_v0.1.12
CCL5	GPR75	P13501	O95800	Liana_v0.1.12;Cpdb_v4.1
CCL5	ADRA2A	P13501	P08913	Liana_v0.1.12
CCL5	SDC1	P13501	P18827	Liana_v0.1.12
CCL5	CCR1	P13501	P32246	Liana_v0.1.12;Cpdb_v4.1
CCL5	MTNR1A	P13501	P48039	Liana_v0.1.12
CCL5	CXCR3	P13501	P49682	Liana_v0.1.12
CCL5	CCR3	P13501	P51677	Liana_v0.1.12;Cpdb_v4.1
CCL5	CCR4	P13501	P51679	Liana_v0.1.12;Cpdb_v4.1
CCL5	CCR5	P13501	P51681	Liana_v0.1.12;Cpdb_v4.1
CCL5	GRM7	P13501	Q14831	Liana_v0.1.12
CCL5	ACKR1	P13501	Q16570	Liana_v0.1.12;Cpdb_v4.1
CCL5	ACKR4	P13501	Q9NPB9	Liana_v0.1.12
VCAN	TLR2	P13611	O60603	Liana_v0.1.12
VCAN	EGFR	P13611	P00533	Liana_v0.1.12
VCAN	ITGB1	P13611	P05556	Liana_v0.1.12
VCAN	ITGA4	P13611	P13612	Liana_v0.1.12
VCAN	SELL	P13611	P14151	Liana_v0.1.12
VCAN	CD44	P13611	P16070	Liana_v0.1.12
VCAN	SELP	P13611	P16109	Liana_v0.1.12
VCAN	TLR1	P13611	Q15399	Liana_v0.1.12
OSM	IL6ST_LIFR	P13725	COMPLEX:P40189_P42702	Liana_v0.1.12;Cpdb_v4.1
OSM	IL6ST_OSMR	P13725	COMPLEX:P40189_Q99650	Liana_v0.1.12;Cpdb_v4.1
COL11A2	ITGA10_ITGB1	P13942	COMPLEX:O75578_P05556	Liana_v0.1.12
COL11A2	ITGA2_ITGB1	P13942	COMPLEX:P05556_P17301	Liana_v0.1.12
COL11A2	ITGA1_ITGB1	P13942	COMPLEX:P05556_P56199	Liana_v0.1.12
COL11A2	ITGA11_ITGB1	P13942	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
CD59	CD2	P13987	P06729	Liana_v0.1.12
EDN3	EDNRB	P14138	P24530	Liana_v0.1.12;Cpdb_v4.1
EDN3	EDNRA	P14138	P25101	Liana_v0.1.12;Cpdb_v4.1
MIF	CD44_CD74	P14174	COMPLEX:P04233_P16070	Liana_v0.1.12
MIF	CD74_CXCR2	P14174	COMPLEX:P04233_P25025	Liana_v0.1.12
MIF	CD74_CXCR4	P14174	COMPLEX:P04233_P61073	Liana_v0.1.12
MIF	EGFR	P14174	P00533	Liana_v0.1.12
MIF	ACKR3	P14174	P25106	Liana_v0.1.12
MIF	TNFRSF14	P14174	Q92956	Liana_v0.1.12
MIF	TNFRSF10D	P14174	Q9UBN6	Liana_v0.1.12
HGF	NRP1	P14210	O14786	Liana_v0.1.12
HGF	ITGB1	P14210	P05556	Liana_v0.1.12
HGF	MET	P14210	P08581	Liana_v0.1.12;Cpdb_v4.1
HGF	CD44	P14210	P16070	Liana_v0.1.12
HGF	SDC1	P14210	P18827	Liana_v0.1.12
HGF	SDC2	P14210	P34741	Liana_v0.1.12
NID1	ITGB3	P14543	P05106	Liana_v0.1.12
NID1	ITGB1	P14543	P05556	Liana_v0.1.12
NID1	ITGAV	P14543	P06756	Liana_v0.1.12
NID1	PTPRF	P14543	P10586	Liana_v0.1.12
NID1	ITGA3	P14543	P26006	Liana_v0.1.12
LIF	IL6ST_LIFR	P15018	COMPLEX:P40189_P42702	Liana_v0.1.12;Cpdb_v4.1
IL9	IL2RG_IL9R	P15248	COMPLEX:P31785_Q01113	Liana_v0.1.12;Cpdb_v4.1
AREG	EGFR_ERBB2	P15514	COMPLEX:P00533_P04626	Liana_v0.1.12
AREG	ERBB3	P15514	P21860	Liana_v0.1.12
VEGFA	FLT1_KDR	P15692	COMPLEX:P17948_P35968	Liana_v0.1.12;Cpdb_v4.1
VEGFA	NRP1	P15692	O14786	Liana_v0.1.12;Cpdb_v4.1
VEGFA	NRP2	P15692	O60462	Liana_v0.1.12;Cpdb_v4.1
VEGFA	EGFR	P15692	P00533	Liana_v0.1.12
VEGFA	ITGB3	P15692	P05106	Liana_v0.1.12
VEGFA	ITGB1	P15692	P05556	Liana_v0.1.12
VEGFA	ITGAV	P15692	P06756	Liana_v0.1.12
VEGFA	RET	P15692	P07949	Liana_v0.1.12
VEGFA	EPHB2	P15692	P29323	Liana_v0.1.12
VEGFA	GPC1	P15692	P35052	Liana_v0.1.12
VEGFA	SIRPA	P15692	P78324	Liana_v0.1.12
VEGFA	TYRO3	P15692	Q06418	Liana_v0.1.12
VEGFA	ITGA9	P15692	Q13797	Liana_v0.1.12
MUC1	SIGLEC9	P15941	Q9Y336	Liana_v0.1.12
CCL3L1	CCR1	P16619	P32246	Liana_v0.1.12;Cpdb_v4.1
CCL3L1	CCR3	P16619	P51677	Liana_v0.1.12;Cpdb_v4.1
CCL3L1	CCR5	P16619	P51681	Liana_v0.1.12
NPPB	NPR1	P16860	P16066	Liana_v0.1.12
NPPB	NPR3	P16860	P17342	Liana_v0.1.12
NPPB	NPR2	P16860	P20594	Liana_v0.1.12
LGALS3	LAG3	P17931	P18627	Liana_v0.1.12
BMP7	ACVR2A_BMPR1B	P18075	COMPLEX:O00238_P27037	Liana_v0.1.12;Cpdb_v4.1
BMP7	ACVR2B_BMPR1B	P18075	COMPLEX:O00238_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP7	BMPR1B_BMPR2	P18075	COMPLEX:O00238_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP7	ACVR2A_BMPR1A	P18075	COMPLEX:P27037_P36894	Liana_v0.1.12;Cpdb_v4.1
BMP7	ACVR1_ACVR2A	P18075	COMPLEX:P27037_Q04771	Liana_v0.1.12;Cpdb_v4.1
BMP7	ACVR2B_BMPR1A	P18075	COMPLEX:P36894_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP7	BMPR1A_BMPR2	P18075	COMPLEX:P36894_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP7	ACVR1_ACVR2B	P18075	COMPLEX:Q04771_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP7	ACVR1_BMPR2	P18075	COMPLEX:Q04771_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP7	PTPRK	P18075	Q15262	Liana_v0.1.12
ADCYAP1	RAMP2	P18509	O60895	Liana_v0.1.12
ADCYAP1	RAMP3	P18509	O60896	Liana_v0.1.12
ADCYAP1	ADRB2	P18509	P07550	Liana_v0.1.12
ADCYAP1	ADRB3	P18509	P13945	Liana_v0.1.12
ADCYAP1	TSHR	P18509	P16473	Liana_v0.1.12
ADCYAP1	VIPR1	P18509	P32241	Liana_v0.1.12;Cpdb_v4.1
ADCYAP1	ADCYAP1R1	P18509	P41586	Liana_v0.1.12;Cpdb_v4.1
ADCYAP1	VIPR2	P18509	P41587	Liana_v0.1.12;Cpdb_v4.1
ADCYAP1	SCTR	P18509	P47872	Liana_v0.1.12
ADCYAP1	PTH1R	P18509	Q03431	Liana_v0.1.12
ADCYAP1	GPR20	P18509	Q99678	Liana_v0.1.12
ADCYAP1	GPR84	P18509	Q9NQS5	Liana_v0.1.12
IL1RN	IL1RL2	P18510	Q9HB29	Liana_v0.1.12
CXCL2	ADRA2A	P19875	P08913	Liana_v0.1.12
CXCL2	CXCR1	P19875	P25024	Liana_v0.1.12
CXCL2	CXCR2	P19875	P25025	Liana_v0.1.12;Cpdb_v4.1
CXCL2	XCR1	P19875	P46094	Liana_v0.1.12
CXCL2	MTNR1A	P19875	P48039	Liana_v0.1.12
CXCL2	GRM7	P19875	Q14831	Liana_v0.1.12
CXCL2	ACKR1	P19875	Q16570	Liana_v0.1.12
CXCL3	ADRA2A	P19876	P08913	Liana_v0.1.12
CXCL3	CXCR1	P19876	P25024	Liana_v0.1.12
CXCL3	CXCR2	P19876	P25025	Liana_v0.1.12;Cpdb_v4.1
CXCL3	MTNR1A	P19876	P48039	Liana_v0.1.12
CXCL3	GRM7	P19876	Q14831	Liana_v0.1.12
CXCL3	ACKR1	P19876	Q16570	Liana_v0.1.12
FST	BMPR1B	P19883	O00238	Liana_v0.1.12
FST	BMPR2	P19883	Q13873	Liana_v0.1.12
TCN1	CD320	P20061	Q9NPF0	Liana_v0.1.12
TAC1	TACR2	P20366	P21452	Liana_v0.1.12;Cpdb_v4.1
PMCH	ADRA2A	P20382	P08913	Liana_v0.1.12
PMCH	MTNR1A	P20382	P48039	Liana_v0.1.12
PMCH	MERTK	P20382	Q12866	Liana_v0.1.12
PMCH	GRM7	P20382	Q14831	Liana_v0.1.12
PMCH	MCHR2	P20382	Q969V1	Liana_v0.1.12;Cpdb_v4.1
PMCH	MCHR1	P20382	Q99705	Liana_v0.1.12;Cpdb_v4.1
TRH	TRHR	P20396	P34981	Liana_v0.1.12;Cpdb_v4.1
NTF3	NTRK1	P20783	P04629	Liana_v0.1.12;Cpdb_v4.1
NTF3	NGFR	P20783	P08138	Liana_v0.1.12;Cpdb_v4.1
NTF3	NTRK3	P20783	Q16288	Liana_v0.1.12;Cpdb_v4.1
NTF3	NTRK2	P20783	Q16620	Liana_v0.1.12;Cpdb_v4.1
EDN2	EDNRB	P20800	P24530	Liana_v0.1.12;Cpdb_v4.1
EDN2	EDNRA	P20800	P25101	Liana_v0.1.12;Cpdb_v4.1
IL11	IL11RA_IL6ST	P20809	COMPLEX:P40189_Q14626	Liana_v0.1.12;Cpdb_v4.1
PTN	ITGAV_ITGB3	P21246	COMPLEX:P05106_P06756	Liana_v0.1.12
PTN	PLXNB2	P21246	O15031	Liana_v0.1.12
PTN	SDC3	P21246	O75056	Liana_v0.1.12
PTN	SDC1	P21246	P18827	Liana_v0.1.12
PTN	PTPRB	P21246	P23467	Liana_v0.1.12
PTN	PTPRZ1	P21246	P23471	Liana_v0.1.12
PTN	SDC2	P21246	P34741	Liana_v0.1.12
PTN	PTPRS	P21246	Q13332	Liana_v0.1.12
PTN	ALK	P21246	Q9UM73	Liana_v0.1.12;Cpdb_v4.1
MDK	ITGA4_ITGB1	P21741	COMPLEX:P05556_P13612	Liana_v0.1.12
MDK	ITGA6_ITGB1	P21741	COMPLEX:P05556_P23229	Liana_v0.1.12
MDK	TSPAN1	P21741	O60635	Liana_v0.1.12
MDK	SDC3	P21741	O75056	Liana_v0.1.12
MDK	SDC1	P21741	P18827	Liana_v0.1.12
MDK	PTPRZ1	P21741	P23471	Liana_v0.1.12
MDK	SDC2	P21741	P34741	Liana_v0.1.12
MDK	LRP2	P21741	P98164	Liana_v0.1.12
MDK	NOTCH2	P21741	Q04721	Liana_v0.1.12
MDK	LRP1	P21741	Q07954	Liana_v0.1.12
MDK	ALK	P21741	Q9UM73	Liana_v0.1.12;Cpdb_v4.1
ZP3	EGFR	P21754	P00533	Liana_v0.1.12
ZP3	MERTK	P21754	Q12866	Liana_v0.1.12
FGF7	NRP1	P21781	O14786	Liana_v0.1.12
FGF7	FGFR1	P21781	P11362	Liana_v0.1.12
FGF7	FGFR2	P21781	P21802	Liana_v0.1.12;Cpdb_v4.1
FGF7	FGFR4	P21781	P22455	Liana_v0.1.12
FGF7	FGFR3	P21781	P22607	Liana_v0.1.12
BMP5	ACVR2A_BMPR1B	P22003	COMPLEX:O00238_P27037	Liana_v0.1.12;Cpdb_v4.1
BMP5	ACVR2B_BMPR1B	P22003	COMPLEX:O00238_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP5	BMPR1B_BMPR2	P22003	COMPLEX:O00238_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP5	ACVR2A_BMPR1A	P22003	COMPLEX:P27037_P36894	Liana_v0.1.12;Cpdb_v4.1
BMP5	ACVR1_ACVR2A	P22003	COMPLEX:P27037_Q04771	Liana_v0.1.12;Cpdb_v4.1
BMP5	ACVR2B_BMPR1A	P22003	COMPLEX:P36894_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP5	BMPR1A_BMPR2	P22003	COMPLEX:P36894_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP5	ACVR1_ACVR2B	P22003	COMPLEX:Q04771_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP5	ACVR1_BMPR2	P22003	COMPLEX:Q04771_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR2A_BMPR1B	P22004	COMPLEX:O00238_P27037	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR2B_BMPR1B	P22004	COMPLEX:O00238_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP6	BMPR1B_BMPR2	P22004	COMPLEX:O00238_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR2A_BMPR1A	P22004	COMPLEX:P27037_P36894	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR1_ACVR2A	P22004	COMPLEX:P27037_Q04771	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR2B_BMPR1A	P22004	COMPLEX:P36894_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP6	BMPR1A_BMPR2	P22004	COMPLEX:P36894_Q13873	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR1_ACVR2B	P22004	COMPLEX:Q04771_Q13705	Liana_v0.1.12;Cpdb_v4.1
BMP6	ACVR1_BMPR2	P22004	COMPLEX:Q04771_Q13873	Liana_v0.1.12;Cpdb_v4.1
IL10	IL10RA_IL10RB	P22301	COMPLEX:Q08334_Q13651	Liana_v0.1.12;Cpdb_v4.1
CCL1	CCR8	P22362	P51685	Liana_v0.1.12;Cpdb_v4.1
CCL1	ACKR1	P22362	Q16570	Liana_v0.1.12
CCL1	ACKR4	P22362	Q9NPB9	Liana_v0.1.12
FGFR4	TNFRSF10A	P22455	O00220	Liana_v0.1.12
FGFR4	EPHA4	P22455	P54764	Liana_v0.1.12
FGFR4	PTPRR	P22455	Q15256	Liana_v0.1.12
GAL	GALR2	P22466	O43603	Liana_v0.1.12;Cpdb_v4.1
GAL	GALR3	P22466	O60755	Liana_v0.1.12;Cpdb_v4.1
GAL	ADRA2A	P22466	P08913	Liana_v0.1.12
GAL	HLA-DPA1	P22466	P20036	Liana_v0.1.12
GAL	GALR1	P22466	P47211	Liana_v0.1.12;Cpdb_v4.1
GAL	MTNR1A	P22466	P48039	Liana_v0.1.12
GAL	GRM7	P22466	Q14831	Liana_v0.1.12
GAL	GPR151	P22466	Q8TDV0	Liana_v0.1.12
FGFR3	EPHA4	P22607	P54764	Liana_v0.1.12
FBLN1	ITGB1	P23142	P05556	Liana_v0.1.12
ANOS1	FGFR1	P23352	P11362	Liana_v0.1.12
ANOS1	SDC2	P23352	P34741	Liana_v0.1.12
BDNF	NGFR	P23560	P08138	Liana_v0.1.12;Cpdb_v4.1
BDNF	DRD4	P23560	P21917	Liana_v0.1.12
BDNF	NTRK2	P23560	Q16620	Liana_v0.1.12;Cpdb_v4.1
BDNF	GPR152	P23560	Q8TDT2	Liana_v0.1.12
NPPC	NPR1	P23582	P16066	Liana_v0.1.12
NPPC	NPR3	P23582	P17342	Liana_v0.1.12
NPPC	NPR2	P23582	P20594	Liana_v0.1.12
IL32	ITGB3	P24001	P05106	Liana_v0.1.12
COL8A2	ITGA10_ITGB1	P25067	COMPLEX:O75578_P05556	Liana_v0.1.12
COL8A2	ITGA2_ITGB1	P25067	COMPLEX:P05556_P17301	Liana_v0.1.12
COL8A2	ITGA1_ITGB1	P25067	COMPLEX:P05556_P56199	Liana_v0.1.12
COL8A2	ITGA11_ITGB1	P25067	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
AZGP1	ITGAV	P25311	P06756	Liana_v0.1.12
S100A4	EGFR	P26447	P00533	Liana_v0.1.12
S100A4	ERBB2	P26447	P04626	Liana_v0.1.12
S100A4	CCR5	P26447	P51681	Liana_v0.1.12
MST1	MST1R	P26927	Q04912	Liana_v0.1.12;Cpdb_v4.1
GDF1	ACVR1B_ACVR2A_CFC1	P27539	COMPLEX:P0CG37_P27037_P36896	Liana_v0.1.12
GDF1	ACVR1C_ACVR2A_CFC1	P27539	COMPLEX:P0CG37_P27037_Q8NER5	Liana_v0.1.12
GDF1	ACVR1B_ACVR2B_CFC1	P27539	COMPLEX:P0CG37_P36896_Q13705	Liana_v0.1.12
GDF1	ACVR1B_ACVR2A	P27539	COMPLEX:P27037_P36896	Liana_v0.1.12
GDF1	ACVR1C_ACVR2A	P27539	COMPLEX:P27037_Q8NER5	Liana_v0.1.12
GDF1	ACVR1B_ACVR2B	P27539	COMPLEX:P36896_Q13705	Liana_v0.1.12;Cpdb_v4.1
GDF1	ACVR1C_ACVR2B	P27539	COMPLEX:Q13705_Q8NER5	Liana_v0.1.12
GDF1	BMPR1A	P27539	P36894	Liana_v0.1.12
GDF1	ACVR1	P27539	Q04771	Liana_v0.1.12
GDF1	HTR4	P27539	Q13639	Liana_v0.1.12
GDF1	BMPR2	P27539	Q13873	Liana_v0.1.12
CALR	ITGAV	P27797	P06756	Liana_v0.1.12
CALR	ITGA2B	P27797	P08514	Liana_v0.1.12
CALR	TSHR	P27797	P16473	Liana_v0.1.12
CALR	ITGA3	P27797	P26006	Liana_v0.1.12
CALR	MPL	P27797	P40238	Liana_v0.1.12
CALR	MTNR1A	P27797	P48039	Liana_v0.1.12
CALR	LRP1	P27797	Q07954	Liana_v0.1.12
CALR	SCARF1	P27797	Q14162	Liana_v0.1.12
CFP	NCR1	P27918	O76036	Liana_v0.1.12
GRN	EGFR	P28799	P00533	Liana_v0.1.12
GRN	NTRK1	P28799	P04629	Liana_v0.1.12
GRN	TNFRSF1A	P28799	P19438	Liana_v0.1.12
GRN	TNFRSF1B	P28799	P20333	Liana_v0.1.12
GRN	CLEC4M	P28799	Q9H2X3	Liana_v0.1.12
CCN2	LRP6	P29279	O75581	Liana_v0.1.12
CCN2	EGFR	P29279	P00533	Liana_v0.1.12
CCN2	NTRK1	P29279	P04629	Liana_v0.1.12
