"source" "target" "source_genesymbol" "target_genesymbol" "category_intercell_source" "database_intercell_source" "category_intercell_target" "database_intercell_target" "sources" "references"
"1447" "O96014" "Q9ULV1" "WNT11" "FZD4" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellCall;CellChatDB;Wang" ""
"1448" "O96014" "Q9ULW2" "WNT11" "FZD10" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellChatDB;Wang" ""
"1449" "P00738" "O00206" "HP" "TLR4" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellTalkDB" "CellTalkDB:31076532"
"1450" "P00738" "P05107" "HP" "ITGB2" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:11967116;Cellinker:11967116;HPRD:11967116;LRdb:11967116;connectomeDB2020:8786317"
"1451" "P00738" "P07306" "HP" "ASGR1" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1452" "P00738" "P07307" "HP" "ASGR2" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1453" "P00738" "P11215" "HP" "ITGAM" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:11967116;Cellinker:11967116;HPRD:11967116;LRdb:11967116;connectomeDB2020:8786317"
"1454" "P00738" "P20273" "HP" "CD22" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;HPRD" "CellTalkDB:9127741;HPRD:11967116"
"1455" "P00738" "Q86VB7" "HP" "CD163" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;HPRD;connectomeDB2020" "CellTalkDB:25389409;HPRD:11854028;connectomeDB2020:27294203"
"1456" "P00747" "O00254" "PLG" "F2RL2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellChatDB;Wang" ""
"1457" "P00747" "P05107" "PLG" "ITGB2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1458" "P00747" "P05556" "PLG" "ITGB1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:15247268;Cellinker:15247268;HPMR:15247268;LRdb:15247268;connectomeDB2020:15247268"
"1459" "P00747" "P11215" "PLG" "ITGAM" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1460" "P00747" "P11717" "PLG" "IGF2R" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB" ""
"1461" "P00747" "P13726" "PLG" "F3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "Baccin2019:9490681;Cellinker:9490681;HPRD:9490681;LRdb:9490681;connectomeDB2020:9490681"
"1462" "P00747" "P17948" "PLG" "FLT1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1463" "P00747" "P25116" "PLG" "F2R" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:10978167;CellTalkDB:10978167;HPRD:10978167;LRdb:10978167;SIGNOR:10978167;connectomeDB2020:10978167"
"1464" "P00747" "P55085" "PLG" "F2RL1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD-phos;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:10978167;Baccin2019:12604689;Baccin2019:9020112;CellTalkDB:12604689;Cellinker:10978167;Cellinker:12604689;Cellinker:9020112;HPRD-phos:10978167;HPRD-phos:12604689;HPRD-phos:9020112;HPRD:10978167;HPRD:12604689;HPRD:9020112;LRdb:10978167;LRdb:12604689;LRdb:9020112;connectomeDB2020:10978167;connectomeDB2020:12604689;connectomeDB2020:9020112"
"1465" "P00747" "Q03405" "PLG" "PLAUR" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:10092105"
"1466" "P00747" "Q13797" "PLG" "ITGA9" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:15247268;Cellinker:15247268;HPMR:15247268;LRdb:15247268;connectomeDB2020:15247268"
"1467" "P00747" "Q8TEW0" "PLG" "PARD3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellChatDB" "CellChatDB;Wang" ""
"1468" "P00747" "Q96RI0" "PLG" "F2RL3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellChatDB;Wang" ""
"1469" "P01019" "P04201" "AGT" "MAS1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:1282979212829790;Cellinker:12829792;HPMR:12829792;HPRD:12829792;LRdb:12829792;connectomeDB2020:12829792"
"1470" "P01019" "P08913" "AGT" "ADRA2A" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1471" "P01019" "P30556" "AGT" "AGTR1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:10993080;Guide2Pharma:10193788;Guide2Pharma:12006574;Guide2Pharma:21464395;HPRD:15930094;LRdb:10193788;LRdb:10993080;LRdb:12006574;LRdb:15930094;LRdb:21464395;SIGNOR:16597412;SIGNOR:17346243;connectomeDB2020:10193788;connectomeDB2020:10993080;connectomeDB2020:12006574;connectomeDB2020:15930094;connectomeDB2020:21464395;scConnect:10193788;scConnect:12006574;scConnect:21464395"
"1472" "P01019" "P48039" "AGT" "MTNR1A" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1473" "P01019" "P50052" "AGT" "AGTR2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:17138938;Baccin2019:21464395;Baccin2019:2775266;Baccin2019:7850406;Baccin2019:8185599;Baccin2019:8242249;Baccin2019:8315512;CellTalkDB:17138938;Guide2Pharma:21542804;Guide2Pharma:2775266;Guide2Pharma:7850406;Guide2Pharma:8242249;HPRD:8185599;LRdb:17138938;LRdb:21464395;LRdb:2775266;LRdb:7850406;LRdb:8185599;LRdb:8242249;LRdb:8315512;connectomeDB2020:17138938;connectomeDB2020:21464395;connectomeDB2020:2775266;connectomeDB2020:7850406;connectomeDB2020:8185599;connectomeDB2020:8242249;connectomeDB2020:8315512;scConnect:17138938;scConnect:21464395;scConnect:21542804;scConnect:2775266;scConnect:7850406;scConnect:8242249"
"1474" "P01019" "P98164" "AGT" "LRP2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:15467006;CellTalkDB:15467006;Cellinker:15467006;HPMR:15467006;LRdb:15467006;connectomeDB2020:15467006"
"1475" "P01019" "Q14831" "AGT" "GRM7" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1476" "P01042" "P05107" "KNG1" "ITGB2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr" "CellTalkDB:10845911;Cellinker:10845911;HPRD:10845911;LRdb:10845911;connectomeDB2020:10845911"
"1477" "P01042" "P07359" "KNG1" "GP1BA" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:9269768;HPRD:9269768;LRdb:9269768;connectomeDB2020:9269768"
"1478" "P01042" "P08913" "KNG1" "ADRA2A" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1479" "P01042" "P11215" "KNG1" "ITGAM" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1480" "P01042" "P30411" "KNG1" "BDKRB2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:8063797;Cellinker:8063797;Cellinker:8302267;Cellinker:9203620;Guide2Pharma:8302267;Guide2Pharma:9203620;HPMR:8063797;LRdb:8063797;LRdb:8302267;LRdb:9203620;SIGNOR:28966616;connectomeDB2020:8063797;connectomeDB2020:8302267;connectomeDB2020:9203620;scConnect:8302267;scConnect:9203620"
"1481" "P01042" "P34741" "KNG1" "SDC2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "Baccin2019;CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "Baccin2019:10843988;CellTalkDB:32196115"
"1482" "P01042" "P46663" "KNG1" "BDKRB1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:8856107;Cellinker:10422787;Cellinker:8063797;Cellinker:9111052;Cellinker:9313952;Guide2Pharma:10422787;Guide2Pharma:8735629;Guide2Pharma:9111052;Guide2Pharma:9313952;HPMR:8063797;LRdb:10422787;LRdb:8063797;LRdb:9111052;LRdb:9313952;connectomeDB2020:10422787;connectomeDB2020:8063797;connectomeDB2020:9111052;connectomeDB2020:9313952;scConnect:10422787;scConnect:8735629;scConnect:9111052;scConnect:9313952"
"1483" "P01042" "P48039" "KNG1" "MTNR1A" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1484" "P01042" "Q03405" "KNG1" "PLAUR" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:14764580;Cellinker:14764580;HPRD:14764580;LRdb:14764580;connectomeDB2020:14764580"
"1485" "P01042" "Q14831" "KNG1" "GRM7" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1486" "P01042" "Q8IZ08" "KNG1" "GPR135" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020" "Cellinker;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr" "Cellinker:1374385;Cellinker:14530218;HPMR:1374385;LRdb:14;LRdb:14530218;connectomeDB2020:1374385;connectomeDB2020:14530218"
"1487" "P01042" "Q8TDU9" "KNG1" "RXFP4" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:14530218;Cellinker:14530218;HPRD:14530218;LRdb:14530218;connectomeDB2020:14530218"
"1488" "P01042" "Q9NPY3" "KNG1" "CD93" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;iTALK;talklr" "CellTalkDB:12213329;Cellinker:12213329;Cellinker:8710908;HPRD:12213329;HPRD:8710908;LRdb:12213329;LRdb:87"
"1489" "P01127" "COMPLEX:P09619_P16234" "PDGFB" "PDGFRA_PDGFRB" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB" ""
"1490" "P01127" "P06756" "PDGFB" "ITGAV" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1491" "P01127" "P21453" "PDGFB" "S1PR1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:32196115"
"1492" "P01127" "Q07954" "PDGFB" "LRP1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:11854294;Cellinker:11854294;HPRD:11854294;LRdb:11854294;connectomeDB2020:11854294"
"1493" "P01127" "Q8WXG9" "PDGFB" "ADGRV1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellPhoneDB;CellTalkDB" "CellPhoneDB;InnateDB-All_CellPhoneDB" ""
"1494" "P01133" "COMPLEX:P00533_P04626" "EGF" "EGFR_ERBB2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker;KEGG-MEDICUS" "Cellinker:10788520;Cellinker:12093292;Cellinker:12297050;Cellinker:12620237;Cellinker:15620700;Cellinker:16274239;Cellinker:6289330"
"1495" "P01133" "O14786" "EGF" "NRP1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB" "CellTalkDB:24556756"
"1496" "P01133" "P01130" "EGF" "LDLR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1497" "P01133" "P07550" "EGF" "ADRB2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1498" "P01133" "P21860" "EGF" "ERBB3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr" "Baccin2019:12093292;CellTalkDB:12093292;Cellinker:12093292;HPRD:12093292;LRdb:12093292;connectomeDB2020:12093292"
"1499" "P01133" "P23945" "EGF" "FSHR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"1500" "P01133" "P30530" "EGF" "AXL" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB" "CellTalkDB:27775700"
"1501" "P01133" "P98164" "EGF" "LRP2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"1502" "P01133" "Q15303" "EGF" "ERBB4" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr" "CellTalkDB:9305636;LRdb:9305636;Ramilowski2015:9305636;connectomeDB2020:9305636;talklr:9305636"
"1503" "P01137" "COMPLEX:P06756_P18564" "TGFB1" "ITGAV_ITGB6" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "adhesion" "CellPhoneDB" "Baccin2019;CellPhoneDB" "Baccin2019:16258727"
"1504" "P01137" "COMPLEX:P36896_P37173" "TGFB1" "ACVR1B_TGFBR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;Cellinker" "CellChatDB:27449815;Cellinker:27449815"
"1505" "P01137" "COMPLEX:P36897_P37173" "TGFB1" "TGFBR1_TGFBR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS" "ICELLNET:1333888;ICELLNET:7693660;ICELLNET:8242743"
"1506" "P01137" "COMPLEX:P36897_P37173_Q04771" "TGFB1" "ACVR1_TGFBR1_TGFBR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB" "CellChatDB:29376829"
"1507" "P01137" "COMPLEX:P37173_Q04771" "TGFB1" "ACVR1_TGFBR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellPhoneDB" ""
"1508" "P01137" "COMPLEX:P37173_Q8NER5" "TGFB1" "ACVR1C_TGFBR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;Cellinker;DLRP_Cellinker;HPMR_Cellinker" "CellChatDB:27449815;Cellinker:10716993;Cellinker:12809600;Cellinker:27449815;Cellinker:7935686"
"1509" "P01137" "P00533" "TGFB1" "EGFR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;MINT_CellPhoneDB;ProtMapper;Sparser_ProtMapper;Wang" "CellTalkDB:32103204;ProtMapper:19132220;ProtMapper:20953304;ProtMapper:28943431"
"1510" "P01137" "P05106" "TGFB1" "ITGB3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;ELM;LRdb;Reactome_LRdb" "CellTalkDB:32196115;ELM:12415008;ELM:22278742;ELM:25383667;ELM:25617764;ELM:27033701;ELM:28117447;ELM:31792290;ELM:31955848"
"1511" "P01137" "P05556" "TGFB1" "ITGB1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;ELM;LRdb;ProtMapper;RLIMS-P_ProtMapper;Reactome_LRdb" "CellTalkDB:12415008;ELM:12415008;ELM:22278742;ELM:25383667;ELM:25617764;ELM:27033701;ELM:28117447;ELM:31792290;ELM:31955848;ProtMapper:19115199"
"1512" "P01137" "P18084" "TGFB1" "ITGB5" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
